1,2,3,4,5,6,Timestamp,Entity Name
,"56,3",,,,,2025-09-18 15:30:36,DEV_FARM60_TYPE11_ID2
,,"50,7",,,,2025-09-18 15:30:37,DEV_FARM60_TYPE11_ID3
,,,"55,5",,,2025-09-18 15:30:38,DEV_FARM60_TYPE11_ID4
,,,,"51,3",,2025-09-18 15:30:39,DEV_FARM60_TYPE11_ID5
,"57,8",,,,,2025-09-18 15:40:36,DEV_FARM60_TYPE11_ID2
,,"52,2",,,,2025-09-18 15:40:37,DEV_FARM60_TYPE11_ID3
,,,"56,8",,,2025-09-18 15:40:38,DEV_FARM60_TYPE11_ID4
,,,,"52,40000000000001",,2025-09-18 15:40:39,DEV_FARM60_TYPE11_ID5
,61,,,,,2025-09-18 15:50:36,DEV_FARM60_TYPE11_ID2
,,"54,1",,,,2025-09-18 15:50:37,DEV_FARM60_TYPE11_ID3
,,,"59,40000000000001",,,2025-09-18 15:50:38,DEV_FARM60_TYPE11_ID4
,,,,"54,1",,2025-09-18 15:50:39,DEV_FARM60_TYPE11_ID5
,"61,8",,,,,2025-09-18 16:00:36,DEV_FARM60_TYPE11_ID2
,,"55,1",,,,2025-09-18 16:00:37,DEV_FARM60_TYPE11_ID3
,,,"60,6",,,2025-09-18 16:00:38,DEV_FARM60_TYPE11_ID4
,,,,"55,1",,2025-09-18 16:00:39,DEV_FARM60_TYPE11_ID5
,"62,6",,,,,2025-09-18 16:10:36,DEV_FARM60_TYPE11_ID2
,,"56,2",,,,2025-09-18 16:10:37,DEV_FARM60_TYPE11_ID3
,,,"61,1",,,2025-09-18 16:10:38,DEV_FARM60_TYPE11_ID4
,,,,"55,90000000000001",,2025-09-18 16:10:39,DEV_FARM60_TYPE11_ID5
,"63,40000000000001",,,,,2025-09-18 16:20:36,DEV_FARM60_TYPE11_ID2
,,56,,,,2025-09-18 16:20:37,DEV_FARM60_TYPE11_ID3
,,,"61,5",,,2025-09-18 16:20:38,DEV_FARM60_TYPE11_ID4
,,,,"56,1",,2025-09-18 16:20:39,DEV_FARM60_TYPE11_ID5
,"61,2",,,,,2025-09-18 16:30:36,DEV_FARM60_TYPE11_ID2
,,54,,,,2025-09-18 16:30:36,DEV_FARM60_TYPE11_ID3
,,,60,,,2025-09-18 16:30:38,DEV_FARM60_TYPE11_ID4
,,,,"54,2",,2025-09-18 16:30:38,DEV_FARM60_TYPE11_ID5
,"61,8",,,,,2025-09-18 16:40:35,DEV_FARM60_TYPE11_ID2
,,"54,90000000000001",,,,2025-09-18 16:40:35,DEV_FARM60_TYPE11_ID3
,,,"60,6",,,2025-09-18 16:40:37,DEV_FARM60_TYPE11_ID4
,,,,"54,7",,2025-09-18 16:40:38,DEV_FARM60_TYPE11_ID5
,"62,1",,,,,2025-09-18 16:50:35,DEV_FARM60_TYPE11_ID2
,,"56,40000000000001",,,,2025-09-18 16:50:35,DEV_FARM60_TYPE11_ID3
,,,"61,90000000000001",,,2025-09-18 16:50:37,DEV_FARM60_TYPE11_ID4
,,,,"56,1",,2025-09-18 16:50:38,DEV_FARM60_TYPE11_ID5
,"62,3",,,,,2025-09-18 17:00:35,DEV_FARM60_TYPE11_ID2
,,"57,1",,,,2025-09-18 17:00:35,DEV_FARM60_TYPE11_ID3
,,,62,,,2025-09-18 17:00:37,DEV_FARM60_TYPE11_ID4
,,,,"56,6",,2025-09-18 17:00:38,DEV_FARM60_TYPE11_ID5
,"62,5",,,,,2025-09-18 17:10:35,DEV_FARM60_TYPE11_ID2
,,"57,6",,,,2025-09-18 17:10:36,DEV_FARM60_TYPE11_ID3
,,,"62,6",,,2025-09-18 17:10:37,DEV_FARM60_TYPE11_ID4
,,,,"56,8",,2025-09-18 17:10:38,DEV_FARM60_TYPE11_ID5
,"62,2",,,,,2025-09-18 17:20:35,DEV_FARM60_TYPE11_ID2
,,"57,6",,,,2025-09-18 17:20:36,DEV_FARM60_TYPE11_ID3
,,,"62,2",,,2025-09-18 17:20:37,DEV_FARM60_TYPE11_ID4
,,,,57,,2025-09-18 17:20:38,DEV_FARM60_TYPE11_ID5
,"62,8",,,,,2025-09-18 17:30:36,DEV_FARM60_TYPE11_ID2
,,"57,5",,,,2025-09-18 17:30:37,DEV_FARM60_TYPE11_ID3
,,,"62,5",,,2025-09-18 17:30:38,DEV_FARM60_TYPE11_ID4
,,,,57,,2025-09-18 17:30:39,DEV_FARM60_TYPE11_ID5
,63,,,,,2025-09-18 17:40:36,DEV_FARM60_TYPE11_ID2
,,"57,3",,,,2025-09-18 17:40:37,DEV_FARM60_TYPE11_ID3
,,,"62,7",,,2025-09-18 17:40:38,DEV_FARM60_TYPE11_ID4
,,,,57,,2025-09-18 17:40:39,DEV_FARM60_TYPE11_ID5
,"63,90000000000001",,,,,2025-09-18 17:50:36,DEV_FARM60_TYPE11_ID2
,,"58,5",,,,2025-09-18 17:50:37,DEV_FARM60_TYPE11_ID3
,,,"63,3",,,2025-09-18 17:50:38,DEV_FARM60_TYPE11_ID4
,,,,"57,7",,2025-09-18 17:50:39,DEV_FARM60_TYPE11_ID5
,"62,90000000000001",,,,,2025-09-18 18:00:36,DEV_FARM60_TYPE11_ID2
,,58,,,,2025-09-18 18:00:37,DEV_FARM60_TYPE11_ID3
,,,63,,,2025-09-18 18:00:38,DEV_FARM60_TYPE11_ID4
,,,,"57,40000000000001",,2025-09-18 18:00:39,DEV_FARM60_TYPE11_ID5
,"62,40000000000001",,,,,2025-09-18 18:10:36,DEV_FARM60_TYPE11_ID2
,,"57,5",,,,2025-09-18 18:10:37,DEV_FARM60_TYPE11_ID3
,,,"62,3",,,2025-09-18 18:10:38,DEV_FARM60_TYPE11_ID4
,,,,"56,90000000000001",,2025-09-18 18:10:39,DEV_FARM60_TYPE11_ID5
,62,,,,,2025-09-18 18:20:36,DEV_FARM60_TYPE11_ID2
,,"57,2",,,,2025-09-18 18:20:37,DEV_FARM60_TYPE11_ID3
,,,"61,5",,,2025-09-18 18:20:38,DEV_FARM60_TYPE11_ID4
,,,,"56,5",,2025-09-18 18:20:39,DEV_FARM60_TYPE11_ID5
,"61,1",,,,,2025-09-18 18:30:36,DEV_FARM60_TYPE11_ID2
,,"55,6",,,,2025-09-18 18:30:37,DEV_FARM60_TYPE11_ID3
,,,"59,8",,,2025-09-18 18:30:38,DEV_FARM60_TYPE11_ID4
,,,,55,,2025-09-18 18:30:39,DEV_FARM60_TYPE11_ID5
,"60,3",,,,,2025-09-18 18:40:35,DEV_FARM60_TYPE11_ID2
,,55,,,,2025-09-18 18:40:37,DEV_FARM60_TYPE11_ID3
,,,59,,,2025-09-18 18:40:38,DEV_FARM60_TYPE11_ID4
,,,,"54,2",,2025-09-18 18:40:39,DEV_FARM60_TYPE11_ID5
,"60,5",,,,,2025-09-18 18:50:35,DEV_FARM60_TYPE11_ID2
,,"55,5",,,,2025-09-18 18:50:37,DEV_FARM60_TYPE11_ID3
,,,"59,40000000000001",,,2025-09-18 18:50:38,DEV_FARM60_TYPE11_ID4
,,,,"54,8",,2025-09-18 18:50:39,DEV_FARM60_TYPE11_ID5
,"60,7",,,,,2025-09-18 19:00:35,DEV_FARM60_TYPE11_ID2
,,"55,8",,,,2025-09-18 19:00:37,DEV_FARM60_TYPE11_ID3
,,,"59,5",,,2025-09-18 19:00:38,DEV_FARM60_TYPE11_ID4
,,,,"54,90000000000001",,2025-09-18 19:00:39,DEV_FARM60_TYPE11_ID5
,60,,,,,2025-09-18 19:10:35,DEV_FARM60_TYPE11_ID2
,,"56,1",,,,2025-09-18 19:10:37,DEV_FARM60_TYPE11_ID3
,,,"59,3",,,2025-09-18 19:10:38,DEV_FARM60_TYPE11_ID4
,,,,"55,6",,2025-09-18 19:10:39,DEV_FARM60_TYPE11_ID5
,60,,,,,2025-09-18 19:20:35,DEV_FARM60_TYPE11_ID2
,,"56,90000000000001",,,,2025-09-18 19:20:37,DEV_FARM60_TYPE11_ID3
,,,"59,8",,,2025-09-18 19:20:38,DEV_FARM60_TYPE11_ID4
,,,,"56,1",,2025-09-18 19:20:39,DEV_FARM60_TYPE11_ID5
,"60,8",,,,,2025-09-18 19:30:36,DEV_FARM60_TYPE11_ID2
,,"57,7",,,,2025-09-18 19:30:37,DEV_FARM60_TYPE11_ID3
,,,"60,90000000000001",,,2025-09-18 19:30:38,DEV_FARM60_TYPE11_ID4
,,,,57,,2025-09-18 19:30:39,DEV_FARM60_TYPE11_ID5
,"62,3",,,,,2025-09-18 19:40:36,DEV_FARM60_TYPE11_ID2
,,"59,5",,,,2025-09-18 19:40:37,DEV_FARM60_TYPE11_ID3
,,,"62,6",,,2025-09-18 19:40:37,DEV_FARM60_TYPE11_ID4
,,,,"58,6",,2025-09-18 19:40:39,DEV_FARM60_TYPE11_ID5
,"63,3",,,,,2025-09-18 19:50:36,DEV_FARM60_TYPE11_ID2
,,"60,8",,,,2025-09-18 19:50:37,DEV_FARM60_TYPE11_ID3
,,,"63,8",,,2025-09-18 19:50:37,DEV_FARM60_TYPE11_ID4
,,,,"59,8",,2025-09-18 19:50:39,DEV_FARM60_TYPE11_ID5
,"64,7",,,,,2025-09-18 20:00:36,DEV_FARM60_TYPE11_ID2
