1,2,3,4,5,6,Timestamp,Entity Name,,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,,,948,,,2025-09-18 19:30:38,DEV_FARM60_TYPE11_ID4
,,,,755,,2025-09-18 19:30:39,DEV_FARM60_TYPE11_ID5
,822,,,,,2025-09-18 19:40:36,DEV_FARM60_TYPE11_ID2
,,680,,,,2025-09-18 19:40:37,DEV_FARM60_TYPE11_ID3
,,,1 015,,,2025-09-18 19:40:37,DEV_FARM60_TYPE11_ID4
,,,,746,,2025-09-18 19:40:39,DEV_FARM60_TYPE11_ID5
,796,,,,,2025-09-18 19:50:36,DEV_FARM60_TYPE11_ID2
,,672,,,,2025-09-18 19:50:37,DEV_FARM60_TYPE11_ID3
,,,981,,,2025-09-18 19:50:37,DEV_FARM60_TYPE11_ID4
,,,,743,,2025-09-18 19:50:39,DEV_FARM60_TYPE11_ID5
,818,,,,,2025-09-18 20:00:36,DEV_FARM60_TYPE11_ID2
,,696,,,,2025-09-18 20:00:37,DEV_FARM60_TYPE11_ID3
,,,972,,,2025-09-18 20:00:37,DEV_FARM60_TYPE11_ID4
,,,,735,,2025-09-18 20:00:39,DEV_FARM60_TYPE11_ID5
,821,,,,,2025-09-18 20:10:36,DEV_FARM60_TYPE11_ID2
,,698,,,,2025-09-18 20:10:37,DEV_FARM60_TYPE11_ID3
,,,972,,,2025-09-18 20:10:37,DEV_FARM60_TYPE11_ID4
,,,,759,,2025-09-18 20:10:39,DEV_FARM60_TYPE11_ID5
,787,,,,,2025-09-18 20:20:36,DEV_FARM60_TYPE11_ID2
,,677,,,,2025-09-18 20:20:37,DEV_FARM60_TYPE11_ID3
,,,966,,,2025-09-18 20:20:37,DEV_FARM60_TYPE11_ID4
,,,,737,,2025-09-18 20:20:39,DEV_FARM60_TYPE11_ID5
,751,,,,,2025-09-18 20:30:36,DEV_FARM60_TYPE11_ID2
,,680,,,,2025-09-18 20:30:37,DEV_FARM60_TYPE11_ID3
,,,961,,,2025-09-18 20:30:37,DEV_FARM60_TYPE11_ID4
,,,,757,,2025-09-18 20:30:38,DEV_FARM60_TYPE11_ID5
,760,,,,,2025-09-18 20:40:36,DEV_FARM60_TYPE11_ID2
,,694,,,,2025-09-18 20:40:37,DEV_FARM60_TYPE11_ID3
,,,955,,,2025-09-18 20:40:38,DEV_FARM60_TYPE11_ID4
,,,,769,,2025-09-18 20:40:38,DEV_FARM60_TYPE11_ID5
,781,,,,,2025-09-18 20:50:36,DEV_FARM60_TYPE11_ID2
,,691,,,,2025-09-18 20:50:37,DEV_FARM60_TYPE11_ID3
,,,966,,,2025-09-18 20:50:38,DEV_FARM60_TYPE11_ID4
,,,,749,,2025-09-18 20:50:38,DEV_FARM60_TYPE11_ID5
,796,,,,,2025-09-18 21:00:36,DEV_FARM60_TYPE11_ID2
,,689,,,,2025-09-18 21:00:37,DEV_FARM60_TYPE11_ID3
,,,978,,,2025-09-18 21:00:38,DEV_FARM60_TYPE11_ID4
,,,,768,,2025-09-18 21:00:38,DEV_FARM60_TYPE11_ID5
,831,,,,,2025-09-18 21:10:36,DEV_FARM60_TYPE11_ID2
,,692,,,,2025-09-18 21:10:37,DEV_FARM60_TYPE11_ID3
,,,992,,,2025-09-18 21:10:38,DEV_FARM60_TYPE11_ID4
,,,,804,,2025-09-18 21:10:38,DEV_FARM60_TYPE11_ID5
,791,,,,,2025-09-18 21:20:36,DEV_FARM60_TYPE11_ID2
,,687,,,,2025-09-18 21:20:37,DEV_FARM60_TYPE11_ID3
,,,989,,,2025-09-18 21:20:38,DEV_FARM60_TYPE11_ID4
,,,,786,,2025-09-18 21:20:39,DEV_FARM60_TYPE11_ID5
,869,,,,,2025-09-18 21:30:36,DEV_FARM60_TYPE11_ID2
,,706,,,,2025-09-18 21:30:37,DEV_FARM60_TYPE11_ID3
,,,1 035,,,2025-09-18 21:30:38,DEV_FARM60_TYPE11_ID4
,,,,805,,2025-09-18 21:30:39,DEV_FARM60_TYPE11_ID5
,837,,,,,2025-09-18 21:40:36,DEV_FARM60_TYPE11_ID2
,,682,,,,2025-09-18 21:40:37,DEV_FARM60_TYPE11_ID3
,,,1 017,,,2025-09-18 21:40:38,DEV_FARM60_TYPE11_ID4
,,,,784,,2025-09-18 21:40:39,DEV_FARM60_TYPE11_ID5
,857,,,,,2025-09-18 21:50:36,DEV_FARM60_TYPE11_ID2
,,692,,,,2025-09-18 21:50:37,DEV_FARM60_TYPE11_ID3
