2,3,4,5,6,Timestamp,Entity Name,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,9,,,,2025-09-18 23:30:37,DEV_FARM60_TYPE11_ID3
,,,12,,2025-09-18 23:30:39,DEV_FARM60_TYPE11_ID5
8,,,,,2025-09-18 23:40:36,DEV_FARM60_TYPE11_ID2
,9,,,,2025-09-18 23:40:37,DEV_FARM60_TYPE11_ID3
,,9,,,2025-09-18 23:40:38,DEV_FARM60_TYPE11_ID4
,,,11,,2025-09-18 23:40:39,DEV_FARM60_TYPE11_ID5
8,,,,,2025-09-18 23:50:36,DEV_FARM60_TYPE11_ID2
,,10,,,2025-09-18 23:50:38,DEV_FARM60_TYPE11_ID4
,8,,,,2025-09-19 00:00:37,DEV_FARM60_TYPE11_ID3
,,,11,,2025-09-19 00:00:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 00:10:36,DEV_FARM60_TYPE11_ID2
,8,,,,2025-09-19 00:10:37,DEV_FARM60_TYPE11_ID3
,,8,,,2025-09-19 00:10:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 00:10:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 00:20:36,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 00:20:38,DEV_FARM60_TYPE11_ID4
,8,,,,2025-09-19 00:30:37,DEV_FARM60_TYPE11_ID3
,,,10,,2025-09-19 00:30:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 00:40:36,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 00:40:37,DEV_FARM60_TYPE11_ID3
,,8,,,2025-09-19 00:40:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 00:40:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 00:50:36,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 00:50:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 01:00:37,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 01:00:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 01:10:34,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 01:10:37,DEV_FARM60_TYPE11_ID3
,,8,,,2025-09-19 01:10:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 01:10:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 01:20:34,DEV_FARM60_TYPE11_ID2
,,9,,,2025-09-19 01:20:38,DEV_FARM60_TYPE11_ID4
,8,,,,2025-09-19 01:30:36,DEV_FARM60_TYPE11_ID3
,,,11,,2025-09-19 01:30:38,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 01:40:35,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 01:40:36,DEV_FARM60_TYPE11_ID3
,,9,,,2025-09-19 01:40:38,DEV_FARM60_TYPE11_ID4
,,,8,,2025-09-19 01:40:38,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 01:50:35,DEV_FARM60_TYPE11_ID2
,,9,,,2025-09-19 01:50:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 02:00:36,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 02:00:38,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 02:10:36,DEV_FARM60_TYPE11_ID2
,6,,,,2025-09-19 02:10:37,DEV_FARM60_TYPE11_ID3
,,8,,,2025-09-19 02:10:38,DEV_FARM60_TYPE11_ID4
,,,7,,2025-09-19 02:10:39,DEV_FARM60_TYPE11_ID5
6,,,,,2025-09-19 02:20:36,DEV_FARM60_TYPE11_ID2
,,7,,,2025-09-19 02:20:39,DEV_FARM60_TYPE11_ID4
,6,,,,2025-09-19 02:30:37,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 02:30:38,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 02:40:36,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 02:40:37,DEV_FARM60_TYPE11_ID3
,,7,,,2025-09-19 02:40:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 02:40:38,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 02:50:36,DEV_FARM60_TYPE11_ID2
,,9,,,2025-09-19 02:50:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 03:00:37,DEV_FARM60_TYPE11_ID3
,,,9,,2025-09-19 03:00:38,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 03:10:36,DEV_FARM60_TYPE11_ID2
,6,,,,2025-09-19 03:10:37,DEV_FARM60_TYPE11_ID3
,,7,,,2025-09-19 03:10:38,DEV_FARM60_TYPE11_ID4
,,,9,,2025-09-19 03:10:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 03:20:36,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 03:20:38,DEV_FARM60_TYPE11_ID4
,8,,,,2025-09-19 03:30:37,DEV_FARM60_TYPE11_ID3
,,,8,,2025-09-19 03:30:39,DEV_FARM60_TYPE11_ID5
8,,,,,2025-09-19 03:40:36,DEV_FARM60_TYPE11_ID2
,7,,,,2025-09-19 03:40:37,DEV_FARM60_TYPE11_ID3
,,8,,,2025-09-19 03:40:38,DEV_FARM60_TYPE11_ID4
,,,8,,2025-09-19 03:40:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 03:50:36,DEV_FARM60_TYPE11_ID2
,,8,,,2025-09-19 03:50:38,DEV_FARM60_TYPE11_ID4
,7,,,,2025-09-19 04:00:37,DEV_FARM60_TYPE11_ID3
,,,10,,2025-09-19 04:00:39,DEV_FARM60_TYPE11_ID5
7,,,,,2025-09-19 04:10:36,DEV_FARM60_TYPE11_ID2
,8,,,,2025-09-19 04:10:37,DEV_FARM60_TYPE11_ID3
,,9,,,2025-09-19 04:10:38,DEV_FARM60_TYPE11_ID4
