1,2,3,4,5,6,Timestamp,Entity Name,,NaN,,,,,2025-09-18 10:10:36,DEV_FARM60_TYPE11_ID2
,,,"25,3",,,2025-09-18 21:20:38,DEV_FARM60_TYPE11_ID4
,,,,"26,2",,2025-09-18 21:20:39,DEV_FARM60_TYPE11_ID5
,"25,5",,,,,2025-09-18 21:30:36,DEV_FARM60_TYPE11_ID2
,,"25,1",,,,2025-09-18 21:30:37,DEV_FARM60_TYPE11_ID3
,,,"24,8",,,2025-09-18 21:30:38,DEV_FARM60_TYPE11_ID4
,,,,"25,8",,2025-09-18 21:30:39,DEV_FARM60_TYPE11_ID5
,"25,1",,,,,2025-09-18 21:40:36,DEV_FARM60_TYPE11_ID2
,,"24,9",,,,2025-09-18 21:40:37,DEV_FARM60_TYPE11_ID3
,,,"24,5",,,2025-09-18 21:40:38,DEV_FARM60_TYPE11_ID4
,,,,"25,6",,2025-09-18 21:40:39,DEV_FARM60_TYPE11_ID5
,"24,9",,,,,2025-09-18 21:50:36,DEV_FARM60_TYPE11_ID2
,,"24,7",,,,2025-09-18 21:50:37,DEV_FARM60_TYPE11_ID3
,,,"24,4",,,2025-09-18 21:50:38,DEV_FARM60_TYPE11_ID4
,,,,"25,3",,2025-09-18 21:50:39,DEV_FARM60_TYPE11_ID5
,"24,8",,,,,2025-09-18 22:00:36,DEV_FARM60_TYPE11_ID2
,,"24,6",,,,2025-09-18 22:00:37,DEV_FARM60_TYPE11_ID3
,,,"24,3",,,2025-09-18 22:00:38,DEV_FARM60_TYPE11_ID4
,,,,"25,1",,2025-09-18 22:00:39,DEV_FARM60_TYPE11_ID5
,"24,9",,,,,2025-09-18 22:10:36,DEV_FARM60_TYPE11_ID2
,,"24,5",,,,2025-09-18 22:10:37,DEV_FARM60_TYPE11_ID3
,,,"24,3",,,2025-09-18 22:10:38,DEV_FARM60_TYPE11_ID4
,,,,25,,2025-09-18 22:10:39,DEV_FARM60_TYPE11_ID5
,"24,9",,,,,2025-09-18 22:20:36,DEV_FARM60_TYPE11_ID2
,,"24,4",,,,2025-09-18 22:20:36,DEV_FARM60_TYPE11_ID3
,,,"24,2",,,2025-09-18 22:20:38,DEV_FARM60_TYPE11_ID4
,,,,"24,9",,2025-09-18 22:20:39,DEV_FARM60_TYPE11_ID5
,"24,7",,,,,2025-09-18 22:30:36,DEV_FARM60_TYPE11_ID2
,,"24,3",,,,2025-09-18 22:30:36,DEV_FARM60_TYPE11_ID3
,,,"24,1",,,2025-09-18 22:30:38,DEV_FARM60_TYPE11_ID4
,,,,"24,7",,2025-09-18 22:30:39,DEV_FARM60_TYPE11_ID5
,"24,7",,,,,2025-09-18 22:40:36,DEV_FARM60_TYPE11_ID2
,,"24,2",,,,2025-09-18 22:40:36,DEV_FARM60_TYPE11_ID3
,,,"24,1",,,2025-09-18 22:40:38,DEV_FARM60_TYPE11_ID4
,,,,"24,6",,2025-09-18 22:40:39,DEV_FARM60_TYPE11_ID5
,"24,5",,,,,2025-09-18 22:50:36,DEV_FARM60_TYPE11_ID2
,,"24,2",,,,2025-09-18 22:50:36,DEV_FARM60_TYPE11_ID3
,,,"23,9",,,2025-09-18 22:50:38,DEV_FARM60_TYPE11_ID4
,,,,"24,6",,2025-09-18 22:50:39,DEV_FARM60_TYPE11_ID5
,"24,3",,,,,2025-09-18 23:00:36,DEV_FARM60_TYPE11_ID2
